Age	Workclass	Education	Marital_Status	Occupation	Relationship	Race	Sex	Hours_Per_Week	Native_Country	Income	
18641.jpg	1	1	1	0	0	0	1	1	0	1	0
18642.jpg	1	1	1	0	1	0	1	1	0	1	0
18643.jpg	0	0	1	0	1	0	1	1	0	1	1
18644.jpg	0	0	1	1	1	0	1	1	0	1	0
18645.jpg	0	1	1	1	1	0	1	1	0	1	0
18646.jpg	1	1	0	1	1	0	0	0	0	0	0
18647.jpg	0	0	0	0	0	0	1	1	0	1	0
18648.jpg	0	1	1	0	1	0	1	1	1	1	1
18649.jpg	1	0	1	1	1	1	1	0	0	1	0
18650.jpg	0	0	1	1	1	1	1	1	0	1	0
18651.jpg	1	1	1	0	1	0	1	0	0	1	1
18652.jpg	0	1	0	1	1	0	1	1	0	1	0
18653.jpg	0	1	1	0	1	0	1	1	1	1	1
18654.jpg	1	1	1	0	1	0	1	1	1	1	1
18655.jpg	0	0	1	1	1	1	1	0	0	1	0
18656.jpg	0	1	1	1	1	0	1	0	0	1	0
18657.jpg	1	1	0	0	1	0	0	1	1	0	1
18658.jpg	0	1	0	1	0	1	1	1	1	1	0
18659.jpg	0	0	1	1	1	1	0	1	0	1	0
18660.jpg	1	1	1	0	1	0	1	1	1	1	1
18661.jpg	0	0	0	1	1	1	1	1	0	1	0
18662.jpg	1	0	0	1	0	1	1	1	0	1	1
18663.jpg	0	1	0	0	1	0	1	1	0	1	0
18664.jpg	1	1	0	1	1	1	1	1	0	1	0
18665.jpg	0	1	1	0	1	0	1	1	1	1	1
18666.jpg	1	0	0	1	1	1	1	1	0	1	0
18667.jpg	0	1	0	1	1	1	0	0	1	1	0
18668.jpg	0	1	0	0	1	0	1	0	0	1	0
18669.jpg	1	0	1	0	1	0	1	1	1	1	1
18670.jpg	0	0	0	1	1	0	1	1	1	1	0
18671.jpg	1	1	0	0	0	0	1	1	1	1	0
18672.jpg	1	1	0	1	1	0	0	0	0	0	0
18673.jpg	0	1	1	0	1	0	1	1	0	1	1
18674.jpg	0	0	1	0	1	0	1	0	0	1	0
18675.jpg	0	0	1	0	1	0	1	0	0	1	1
18676.jpg	0	1	1	1	1	1	1	1	1	1	0
18677.jpg	0	1	1	1	1	1	1	0	0	0	0
18678.jpg	1	0	1	0	1	0	1	1	0	1	1
18679.jpg	0	1	0	1	1	0	1	1	0	1	0
18680.jpg	0	1	1	0	1	0	1	1	0	1	1
18681.jpg	1	1	1	0	1	0	1	1	1	1	1
18682.jpg	1	0	0	0	1	0	1	1	1	1	0
18683.jpg	0	1	0	1	1	0	1	0	0	1	0
18684.jpg	1	0	1	0	1	0	1	1	1	1	1
18685.jpg	1	0	0	1	1	0	1	1	1	1	0
18686.jpg	1	1	1	0	1	0	0	1	1	0	0
18687.jpg	0	1	1	0	1	0	1	1	1	1	0
18688.jpg	1	0	0	0	1	0	1	1	0	1	0
18689.jpg	0	0	1	1	1	1	1	0	0	1	0
18690.jpg	0	1	0	0	1	0	1	1	1	1	0
18691.jpg	1	0	0	0	1	0	0	1	0	1	0
18692.jpg	0	1	0	1	1	0	1	0	1	1	0
18693.jpg	1	1	1	0	1	0	0	1	0	0	0
18694.jpg	0	1	1	1	1	0	1	1	0	1	0
18695.jpg	1	1	0	0	1	0	1	1	0	1	1
18696.jpg	1	1	0	0	0	0	1	1	0	1	0
18697.jpg	1	1	1	0	0	0	0	1	0	1	0
18698.jpg	0	1	0	1	1	1	1	1	0	1	0
18699.jpg	0	1	0	0	1	0	1	1	0	1	0
18700.jpg	0	1	0	1	1	0	1	0	0	1	0
18701.jpg	0	0	1	1	1	0	0	1	0	1	0
18702.jpg	0	1	1	0	1	0	1	1	0	1	1
18703.jpg	1	0	1	1	1	1	1	0	0	1	0
18704.jpg	0	1	1	0	1	0	1	1	1	1	0
18705.jpg	0	0	1	1	1	0	1	1	1	1	0
18706.jpg	1	0	0	0	1	0	1	1	0	1	0
18707.jpg	1	0	1	0	1	0	1	1	0	1	1
18708.jpg	0	0	0	1	1	1	1	1	0	1	0
18709.jpg	1	0	0	0	1	0	1	1	1	1	1
18710.jpg	1	1	0	0	1	0	1	1	1	1	0
18711.jpg	1	0	0	0	1	0	1	1	0	1	0
18712.jpg	0	1	1	1	1	1	1	1	1	1	0
18713.jpg	0	1	1	1	1	1	0	1	0	1	0
18714.jpg	0	1	1	1	1	0	1	1	1	1	0
18715.jpg	0	1	0	0	1	0	1	1	1	1	1
18716.jpg	0	0	1	0	1	0	1	1	0	1	0
18717.jpg	0	1	1	1	1	1	0	1	0	0	0
18718.jpg	1	1	1	0	1	0	1	1	1	1	1
18719.jpg	0	0	0	1	1	0	1	0	0	1	0
18720.jpg	1	0	0	1	1	0	0	0	0	1	0
18721.jpg	0	1	0	1	1	1	1	0	0	1	0
18722.jpg	0	1	1	0	1	0	0	1	0	1	0
18723.jpg	0	1	1	1	1	0	1	0	0	1	0
18724.jpg	0	1	0	1	1	0	1	0	1	1	0
18725.jpg	1	0	0	0	1	0	1	1	0	1	0
18726.jpg	0	1	1	1	1	0	1	0	0	0	0
18727.jpg	0	1	1	1	1	0	1	1	1	1	0
18728.jpg	1	0	1	1	1	1	1	0	1	1	0
18729.jpg	0	1	1	0	1	0	1	1	0	1	1
18730.jpg	1	0	0	1	1	0	1	0	1	1	0
18731.jpg	0	1	0	1	1	1	1	1	0	1	0
18732.jpg	0	0	1	1	1	1	1	0	1	1	0
18733.jpg	1	0	0	0	0	0	1	1	0	1	1
18734.jpg	0	1	0	1	1	1	1	1	1	1	0
18735.jpg	1	0	0	0	1	0	1	1	0	1	0
18736.jpg	1	0	0	0	1	0	1	1	0	1	0
18737.jpg	0	1	0	1	1	0	1	1	0	1	0
18738.jpg	1	0	1	0	1	0	1	1	0	1	0
18739.jpg	1	0	1	0	1	0	1	1	1	1	1
18740.jpg	1	0	0	0	1	0	1	1	1	1	0
18741.jpg	0	1	0	1	1	1	1	1	0	1	0
18742.jpg	1	1	1	1	1	0	0	0	0	0	0
18743.jpg	1	1	0	0	1	0	1	1	0	1	0
18744.jpg	1	0	1	1	1	0	1	0	0	1	0
18745.jpg	1	1	0	1	1	0	0	0	0	1	0
18746.jpg	1	1	1	1	1	1	1	0	0	1	0
18747.jpg	0	0	0	1	1	0	1	1	0	1	0
18748.jpg	0	1	1	1	1	0	1	1	0	1	0
18749.jpg	0	1	1	1	1	1	1	0	0	1	0
18750.jpg	0	0	1	1	1	0	1	1	0	1	0
18751.jpg	0	1	1	1	1	0	1	0	0	1	0
18752.jpg	0	1	1	1	1	1	1	1	0	1	0
18753.jpg	0	0	1	1	1	0	1	0	0	1	0
18754.jpg	0	1	0	1	0	1	1	1	0	1	0
18755.jpg	1	1	0	0	1	0	1	1	0	1	0
18756.jpg	0	1	1	0	1	0	1	0	0	1	0
18757.jpg	0	1	0	1	1	0	0	0	0	0	0
18758.jpg	0	0	0	0	0	0	1	1	1	1	0
18759.jpg	0	0	0	1	1	0	1	1	0	1	0
18760.jpg	1	1	0	1	1	0	1	0	0	1	0
18761.jpg	1	1	1	1	0	1	1	0	1	1	0
18762.jpg	0	1	0	1	1	0	1	1	0	1	0
18763.jpg	1	0	1	0	1	0	1	1	0	1	1
18764.jpg	1	0	1	1	1	1	0	0	1	1	0
18765.jpg	0	0	0	1	1	0	1	1	1	1	0
18766.jpg	0	1	0	1	0	0	1	1	0	1	0
18767.jpg	1	1	1	1	1	1	1	0	0	1	0
18768.jpg	0	0	1	1	1	0	1	1	0	1	0
18769.jpg	0	0	0	0	1	0	0	1	1	1	0
18770.jpg	0	1	0	1	1	1	1	1	0	1	0
18771.jpg	0	1	0	0	0	0	1	1	0	1	0
18772.jpg	1	0	0	1	1	1	1	1	1	1	0
18773.jpg	1	0	1	0	1	0	1	1	1	1	1
18774.jpg	0	0	1	1	1	1	1	1	0	1	0
18775.jpg	0	1	0	1	1	0	1	1	0	0	0
18776.jpg	1	1	1	1	1	0	1	0	1	1	0
18777.jpg	1	1	0	1	0	0	1	0	1	1	1
18778.jpg	0	1	0	0	0	0	1	1	0	1	1
18779.jpg	1	1	1	1	1	1	1	1	1	1	1
18780.jpg	0	1	1	1	1	0	0	0	0	1	0
18781.jpg	1	0	1	0	1	0	1	1	0	1	0
18782.jpg	0	1	0	1	1	0	1	1	0	1	0
18783.jpg	0	0	1	0	1	0	0	1	1	1	0
18784.jpg	0	1	0	1	1	1	1	0	0	1	0
18785.jpg	0	1	0	0	1	0	1	1	1	1	0
18786.jpg	0	1	0	1	1	1	1	0	0	0	0
18787.jpg	1	1	0	1	0	1	1	1	1	0	0
18788.jpg	1	0	0	0	1	0	1	1	1	1	0
18789.jpg	1	1	1	0	1	0	1	1	0	1	0
18790.jpg	0	1	0	1	1	1	0	1	0	1	0
18791.jpg	0	0	1	1	1	0	1	0	0	1	0
18792.jpg	1	1	1	0	1	0	1	1	1	1	0
18793.jpg	0	0	0	0	0	0	1	1	0	1	0
18794.jpg	1	0	1	0	1	0	1	1	0	1	0
18795.jpg	0	1	0	1	0	0	1	1	0	1	0
18796.jpg	1	1	0	0	1	0	1	1	0	1	0
18797.jpg	1	1	1	1	1	1	1	1	0	1	1
18798.jpg	0	1	0	1	1	0	1	1	0	1	0
18799.jpg	0	1	1	1	1	0	1	0	0	1	0
18800.jpg	0	1	0	0	1	0	1	0	0	1	0
18801.jpg	0	0	0	1	1	1	1	0	0	1	0
18802.jpg	0	1	0	1	1	0	1	1	0	1	0
18803.jpg	0	1	1	1	1	1	1	0	0	1	0
18804.jpg	0	1	1	1	1	1	1	1	1	1	0
18805.jpg	0	0	1	0	1	0	1	0	0	0	0
18806.jpg	1	0	0	0	1	0	1	1	0	1	0
18807.jpg	0	1	0	1	1	0	1	0	0	1	0
18808.jpg	1	1	0	1	1	1	0	0	0	0	0
18809.jpg	1	0	1	0	1	0	1	1	0	1	1
18810.jpg	0	1	0	1	1	1	1	0	0	1	0
18811.jpg	1	1	0	1	1	0	1	0	0	1	0
18812.jpg	1	0	1	0	1	0	1	1	1	1	1
18813.jpg	1	0	0	1	1	0	0	0	0	1	0
18814.jpg	1	0	1	0	1	0	1	1	1	1	1
18815.jpg	0	1	0	0	1	0	1	1	1	1	0
18816.jpg	1	0	0	1	1	1	1	1	1	1	0
18817.jpg	1	0	1	0	1	0	1	1	0	1	1
18818.jpg	0	1	1	1	1	0	1	0	0	1	0
18819.jpg	1	1	1	1	0	0	1	1	0	1	0
18820.jpg	1	1	1	1	0	1	1	1	1	1	0
18821.jpg	0	1	1	0	1	0	1	1	0	1	0
18822.jpg	1	1	1	1	1	1	1	0	1	1	0
18823.jpg	0	1	0	1	1	1	1	1	0	1	0
18824.jpg	0	1	1	1	1	0	1	0	0	1	0
18825.jpg	0	1	0	0	1	0	1	1	1	1	1
18826.jpg	1	0	1	0	1	0	1	1	1	1	1
18827.jpg	0	1	0	0	1	0	1	1	1	1	1
18828.jpg	0	1	1	1	1	1	1	1	1	1	1
18829.jpg	0	1	1	1	1	0	1	0	0	1	0
18830.jpg	0	1	1	1	0	0	1	1	1	1	0
18831.jpg	0	1	0	0	1	0	1	1	0	1	0
18832.jpg	1	1	1	1	1	0	1	0	0	1	0
18833.jpg	1	1	0	1	1	0	0	1	0	1	0
18834.jpg	0	0	1	1	1	1	1	1	1	1	0
18835.jpg	1	1	1	0	1	0	1	1	1	1	1
18836.jpg	0	1	1	1	1	0	1	0	0	1	0
18837.jpg	0	1	0	1	0	1	1	1	0	1	0
18838.jpg	0	1	0	0	0	0	1	1	0	1	0
18839.jpg	1	0	1	0	0	0	1	1	0	0	0
18840.jpg	1	1	1	0	1	0	1	1	1	1	0
18841.jpg	1	1	0	0	1	0	1	1	0	0	0
18842.jpg	0	0	0	1	0	0	1	1	0	1	0
18843.jpg	0	0	1	1	1	1	1	0	0	1	0
18844.jpg	0	0	1	1	1	1	1	1	0	1	0
18845.jpg	0	1	0	0	1	0	0	1	0	1	0
18846.jpg	0	0	1	1	1	0	1	1	0	1	0
18847.jpg	1	1	1	1	1	1	1	1	1	1	1
18848.jpg	0	0	1	0	1	0	1	1	0	1	0
18849.jpg	1	1	0	1	1	1	1	1	0	1	0
18850.jpg	0	0	1	0	1	0	1	0	1	1	0
18851.jpg	0	1	0	1	1	1	1	1	1	1	0
18852.jpg	1	1	1	1	1	1	1	1	1	1	1
18853.jpg	0	1	1	0	1	0	1	0	0	1	1
18854.jpg	0	1	0	1	1	0	1	0	0	0	0
18855.jpg	0	0	0	1	1	0	1	0	0	1	0
18856.jpg	0	1	0	1	1	1	1	1	1	1	0
18857.jpg	0	0	1	1	1	0	1	1	0	1	0
18858.jpg	1	1	1	0	1	0	1	1	0	1	0
18859.jpg	0	0	1	0	1	0	1	0	0	1	0
18860.jpg	0	1	1	1	1	1	1	0	1	1	1
18861.jpg	1	0	1	1	1	1	1	0	0	1	0
18862.jpg	0	0	0	0	0	0	1	1	1	1	0
18863.jpg	1	0	0	1	0	0	1	1	0	1	0
18864.jpg	1	1	1	0	1	0	1	1	1	1	0
18865.jpg	0	1	1	1	1	0	1	1	0	1	0
18866.jpg	0	1	0	0	1	0	1	1	1	1	0
18867.jpg	1	0	0	0	1	0	1	1	0	1	0
18868.jpg	0	1	0	0	1	0	1	1	0	1	1
18869.jpg	0	1	1	1	1	1	1	0	1	1	0
18870.jpg	0	1	0	1	1	0	0	0	0	0	0
18871.jpg	1	1	1	0	0	0	1	1	0	1	1
18872.jpg	0	1	1	0	1	0	1	1	1	1	0
18873.jpg	0	1	1	1	1	1	1	0	0	1	1
18874.jpg	1	1	0	0	1	0	1	0	0	1	0
18875.jpg	0	0	1	0	1	0	1	1	0	1	0
18876.jpg	1	1	0	0	0	0	1	1	1	1	0
18877.jpg	0	1	0	1	1	0	0	0	0	1	0
18878.jpg	1	1	0	0	1	0	1	1	0	1	1
18879.jpg	1	1	1	0	0	0	1	1	0	1	1
18880.jpg	0	1	0	1	1	0	0	0	0	1	0
18881.jpg	1	1	0	0	1	0	0	1	1	1	0
18882.jpg	1	1	1	0	1	0	1	1	1	1	1
18883.jpg	0	1	1	0	0	0	1	1	0	1	1
18884.jpg	0	1	1	1	1	1	1	1	0	1	0
18885.jpg	1	0	1	1	1	1	1	0	0	1	0
18886.jpg	1	1	0	0	1	0	1	1	1	1	0
18887.jpg	0	1	1	0	1	0	0	1	0	0	1
18888.jpg	1	0	1	0	1	0	1	1	0	1	1
18889.jpg	0	1	1	1	1	1	0	1	0	0	0
18890.jpg	1	0	1	0	1	0	1	1	1	1	1
18891.jpg	0	0	1	1	1	1	0	1	0	1	0
18892.jpg	0	1	0	0	1	0	1	1	0	1	1
18893.jpg	1	0	1	0	1	0	1	1	0	1	1
18894.jpg	0	1	0	1	1	0	0	0	0	1	0
18895.jpg	0	1	0	1	1	0	1	0	0	1	1
18896.jpg	1	1	0	1	1	0	0	0	0	1	0
18897.jpg	0	0	1	1	1	1	0	1	0	1	0
18898.jpg	1	1	0	0	0	0	1	1	0	1	1
18899.jpg	1	0	0	0	1	0	1	0	0	1	1
18900.jpg	1	1	0	1	1	1	0	1	0	0	0
18901.jpg	0	1	1	1	1	0	1	0	0	1	0
18902.jpg	1	0	0	0	1	0	1	1	0	1	0
18903.jpg	0	0	1	1	1	0	0	0	0	1	0
18904.jpg	0	0	1	1	1	0	1	0	0	1	0
18905.jpg	1	1	0	0	1	0	1	1	0	0	0
18906.jpg	1	0	1	0	1	0	0	1	0	0	1
18907.jpg	1	1	1	1	1	1	1	1	1	1	0
18908.jpg	1	1	0	1	1	1	1	0	0	1	0
18909.jpg	1	0	1	1	1	0	0	0	0	0	0
18910.jpg	1	1	0	0	0	0	1	1	1	1	1
18911.jpg	1	1	0	0	1	0	1	1	0	1	0
18912.jpg	0	0	0	0	1	0	1	0	0	0	0
18913.jpg	0	0	0	0	0	0	1	1	0	1	1
18914.jpg	1	0	1	0	1	0	1	1	0	1	1
18915.jpg	0	0	1	1	1	1	1	0	0	1	0
18916.jpg	0	0	1	0	1	0	1	1	1	1	1
18917.jpg	1	1	0	0	0	0	1	1	0	1	1
18918.jpg	1	1	1	0	1	0	1	1	0	1	1
18919.jpg	1	0	1	1	1	0	1	0	1	1	0
18920.jpg	1	1	0	1	1	1	1	0	0	1	0
18921.jpg	1	1	0	1	1	0	1	0	0	0	0
18922.jpg	0	0	1	1	1	0	1	0	0	1	0
18923.jpg	1	0	1	1	1	1	1	1	1	1	1
18924.jpg	0	0	1	1	1	0	1	0	0	1	0
18925.jpg	1	1	1	1	1	1	1	0	0	0	0
18926.jpg	1	1	0	1	1	0	0	0	0	0	0
18927.jpg	0	1	1	0	1	0	1	0	0	1	1
18928.jpg	0	1	1	0	0	0	1	1	0	0	0
18929.jpg	1	0	1	1	1	0	1	0	0	1	0
18930.jpg	1	1	1	0	1	0	1	1	0	1	1
18931.jpg	1	0	0	1	1	1	1	1	0	1	0
18932.jpg	1	1	0	0	1	0	1	1	1	1	1
18933.jpg	0	1	1	1	1	1	1	0	0	1	0
18934.jpg	1	0	1	1	1	1	1	0	0	1	0
18935.jpg	1	0	1	0	1	0	1	1	1	1	1
18936.jpg	0	1	0	1	1	1	1	0	1	1	0
18937.jpg	0	1	0	1	1	0	1	1	0	1	0
18938.jpg	1	0	1	1	1	0	1	1	1	1	1
18939.jpg	1	0	0	0	0	0	1	1	1	1	0
18940.jpg	1	1	0	1	1	0	1	0	0	1	0
18941.jpg	1	1	1	0	1	0	1	1	1	1	1
18942.jpg	0	0	0	1	1	0	1	1	0	1	0
18943.jpg	1	0	1	1	1	1	1	1	0	1	1
18944.jpg	1	0	1	1	1	0	0	0	0	1	0
18945.jpg	0	1	1	1	1	0	1	0	0	1	0
18946.jpg	0	1	1	1	1	1	1	1	0	1	0
18947.jpg	1	1	1	0	0	0	1	1	1	1	1
18948.jpg	1	0	0	0	1	0	1	1	0	1	1
18949.jpg	1	1	0	0	1	0	1	1	0	1	0
18950.jpg	0	1	1	1	1	1	1	0	0	1	0
18951.jpg	1	1	0	0	1	0	1	1	0	1	0
18952.jpg	0	0	1	0	1	0	1	0	0	1	0
18953.jpg	1	0	1	0	1	0	1	1	0	1	0
18954.jpg	1	0	1	0	1	0	1	1	0	1	0
18955.jpg	0	0	1	0	0	0	1	1	1	1	1
18956.jpg	0	1	0	1	1	0	1	1	0	1	0
18957.jpg	0	1	0	0	1	0	1	0	0	1	0
18958.jpg	1	1	1	1	1	0	1	0	1	1	0
18959.jpg	1	1	0	0	1	0	1	1	0	1	0
18960.jpg	1	0	1	1	1	1	1	1	1	1	1
18961.jpg	0	1	1	0	0	0	1	1	0	1	1
18962.jpg	1	1	1	0	1	0	1	1	0	0	1
18963.jpg	0	1	1	1	1	1	1	0	0	1	0
18964.jpg	0	0	1	1	1	1	1	1	0	1	0
18965.jpg	1	1	1	1	1	1	1	0	1	1	0
18966.jpg	1	0	1	0	1	0	1	1	0	1	0
18967.jpg	0	1	0	1	1	1	1	1	0	1	0
18968.jpg	0	1	0	1	1	0	0	1	0	0	0
18969.jpg	0	1	0	1	1	0	1	0	0	1	0
18970.jpg	0	1	0	1	1	0	0	0	0	1	0
18971.jpg	0	1	1	1	1	1	1	1	1	1	1
18972.jpg	0	1	0	1	1	1	1	1	1	0	0
18973.jpg	1	1	0	0	1	0	1	1	0	1	0
18974.jpg	0	1	1	1	1	0	1	0	0	1	0
18975.jpg	1	0	1	0	1	0	1	1	1	1	0
18976.jpg	0	1	1	1	1	1	1	0	0	1	0
18977.jpg	0	1	0	0	1	0	1	1	1	1	0
18978.jpg	1	1	1	1	1	1	1	0	0	1	0
18979.jpg	1	1	0	1	0	1	1	1	0	1	0
18980.jpg	1	1	0	1	1	1	1	1	1	1	1
18981.jpg	0	1	1	1	1	0	1	1	0	1	0
18982.jpg	1	1	1	0	1	0	1	1	1	0	0
18983.jpg	0	1	1	1	1	1	1	1	1	1	0
18984.jpg	1	1	0	0	1	0	1	1	0	1	0
18985.jpg	1	0	1	1	1	0	1	0	0	1	0
18986.jpg	0	0	1	1	0	0	1	1	1	1	0
18987.jpg	1	1	1	0	1	0	1	1	1	1	1
18988.jpg	0	0	0	1	1	0	0	1	0	1	0
18989.jpg	1	0	0	1	1	1	0	0	0	1	0
18990.jpg	1	1	1	0	1	0	1	1	0	1	1
18991.jpg	0	1	0	1	1	0	1	0	0	1	0
18992.jpg	0	0	1	0	1	0	1	1	1	1	0
18993.jpg	0	0	1	1	1	1	1	0	1	1	0
18994.jpg	1	1	1	1	1	0	1	0	0	1	0
18995.jpg	1	1	1	1	1	0	1	0	0	1	0
18996.jpg	1	1	1	1	1	1	1	1	0	1	0
18997.jpg	1	1	0	1	1	0	1	0	0	1	0
18998.jpg	1	0	1	1	1	1	1	1	1	1	1
18999.jpg	0	1	1	1	1	0	1	1	0	1	1
19000.jpg	0	0	0	1	1	0	0	1	1	1	0
19001.jpg	1	1	0	0	1	0	1	1	0	1	1
19002.jpg	1	1	1	0	1	0	1	1	1	1	1
19003.jpg	0	1	0	1	1	0	1	0	0	1	0
19004.jpg	0	1	0	1	1	0	0	0	0	1	0
19005.jpg	1	1	1	1	1	1	1	0	0	1	1
19006.jpg	1	1	0	0	1	0	1	1	1	1	1
19007.jpg	1	1	0	1	1	0	0	0	0	1	0
19008.jpg	1	1	0	0	1	0	1	1	0	1	0
19009.jpg	0	1	0	1	1	1	0	0	0	0	0
19010.jpg	0	0	1	1	1	1	1	1	0	1	0
19011.jpg	1	0	0	0	1	0	1	1	0	1	0
19012.jpg	1	1	1	0	1	0	1	1	1	1	0
19013.jpg	0	1	0	0	0	0	1	1	0	1	0
19014.jpg	0	1	1	0	1	0	1	1	1	1	1
19015.jpg	1	1	0	0	1	0	1	1	1	1	0
19016.jpg	0	0	0	1	1	0	1	1	0	1	0
19017.jpg	0	0	1	0	1	0	1	1	0	1	0
19018.jpg	1	0	0	1	1	0	1	0	0	1	0
19019.jpg	0	1	0	1	1	0	1	0	0	1	0
19020.jpg	0	1	0	0	0	0	1	1	0	1	0
19021.jpg	0	1	1	1	1	0	1	1	0	1	0
19022.jpg	0	0	1	0	1	0	1	1	0	1	1
19023.jpg	1	1	1	1	1	1	1	1	0	1	1
19024.jpg	0	1	0	1	1	1	1	1	0	1	0
19025.jpg	1	1	1	0	0	0	1	1	1	1	1
19026.jpg	0	1	0	1	1	1	1	0	0	1	0
19027.jpg	1	0	1	0	1	0	0	0	0	0	1
19028.jpg	1	1	1	0	1	0	1	1	0	1	1
19029.jpg	0	1	1	0	1	0	0	1	0	1	1
19030.jpg	0	1	1	1	1	1	1	1	0	1	0
19031.jpg	1	1	0	0	1	0	1	1	0	1	1
19032.jpg	0	1	1	0	1	0	1	1	1	1	0
19033.jpg	0	0	1	1	1	0	1	1	0	1	0
19034.jpg	1	1	0	1	1	0	1	0	0	1	0
19035.jpg	0	1	1	1	1	1	0	1	0	0	0
19036.jpg	0	1	1	0	1	0	1	1	1	1	1
19037.jpg	1	1	1	1	1	1	1	1	0	0	1
19038.jpg	1	1	0	0	1	0	0	1	0	0	0
19039.jpg	1	0	1	0	1	0	1	1	0	1	0
19040.jpg	1	1	0	0	1	0	1	0	0	1	0
19041.jpg	1	0	0	0	1	0	1	1	1	1	1
19042.jpg	0	1	1	1	1	1	1	1	0	1	0
19043.jpg	0	1	1	1	0	0	0	1	0	1	0
19044.jpg	0	1	1	1	1	0	1	0	0	1	0
19045.jpg	1	0	0	1	1	1	1	0	0	1	0
19046.jpg	1	1	1	0	1	0	0	1	0	0	0
19047.jpg	1	1	0	1	1	1	0	0	0	0	0
19048.jpg	0	1	1	1	1	1	1	0	0	1	0
19049.jpg	0	0	0	0	0	0	1	1	0	1	0
19050.jpg	0	1	1	1	1	1	1	0	0	1	0
19051.jpg	1	1	0	1	1	1	1	0	0	1	0
19052.jpg	0	1	0	0	0	0	1	1	1	1	0
19053.jpg	0	1	0	1	1	1	1	1	1	1	0
19054.jpg	1	1	1	1	1	1	1	0	1	0	0
19055.jpg	1	1	0	1	1	0	1	0	0	0	0
19056.jpg	1	0	1	1	1	0	1	0	0	1	0
19057.jpg	1	1	0	1	0	1	1	1	0	1	0
19058.jpg	1	0	0	1	1	0	1	0	0	1	0
19059.jpg	1	1	0	1	1	1	1	0	0	0	0
19060.jpg	1	1	0	1	1	1	1	0	0	1	0
19061.jpg	0	1	0	1	1	0	1	1	0	0	0
19062.jpg	0	1	0	0	1	0	1	1	1	1	1
19063.jpg	1	0	1	1	1	1	1	0	0	1	0
19064.jpg	0	1	0	1	0	1	1	0	0	1	0
19065.jpg	0	1	1	0	1	0	1	1	0	1	0
19066.jpg	1	0	0	0	1	0	1	1	0	1	0
19067.jpg	0	1	1	1	1	0	1	1	0	1	0
19068.jpg	1	1	1	0	1	0	1	1	1	1	1
19069.jpg	1	0	1	0	1	0	1	0	0	1	1
19070.jpg	1	1	0	0	0	0	1	0	0	1	0
19071.jpg	1	1	1	1	1	1	1	0	0	1	0
19072.jpg	1	1	1	0	1	0	1	1	1	1	1
19073.jpg	1	0	0	1	1	1	0	1	1	1	0
19074.jpg	0	0	0	0	0	0	1	1	1	1	0
19075.jpg	1	1	0	0	1	0	1	1	0	1	1
19076.jpg	1	0	1	0	1	0	1	1	0	1	0
19077.jpg	1	0	0	1	1	0	1	0	0	1	0
19078.jpg	1	0	1	0	1	0	1	0	1	1	1
19079.jpg	0	0	1	1	1	1	1	1	0	1	0
19080.jpg	1	1	1	0	1	0	1	1	1	1	1
19081.jpg	0	1	1	1	1	0	1	0	0	1	0
19082.jpg	1	1	0	0	1	0	1	1	1	1	0
19083.jpg	1	0	0	0	1	0	1	1	0	1	0
19084.jpg	1	0	1	0	1	0	1	0	0	1	1
19085.jpg	1	1	1	0	1	0	1	1	0	1	0
19086.jpg	0	1	1	1	1	1	1	1	0	1	0
19087.jpg	0	0	1	1	0	1	1	1	1	1	0
19088.jpg	1	1	1	0	1	0	1	1	1	1	1
19089.jpg	1	0	1	1	1	0	0	0	0	1	0
19090.jpg	0	0	1	1	1	0	1	0	0	1	0
19091.jpg	0	1	0	1	1	0	1	0	0	1	0
19092.jpg	1	1	1	1	1	0	1	0	1	1	0
19093.jpg	1	0	1	1	1	0	1	1	0	1	0
19094.jpg	0	1	1	1	1	0	0	1	0	0	0
19095.jpg	1	1	0	1	1	1	0	1	0	1	0
19096.jpg	0	1	1	1	1	0	1	1	0	0	0
19097.jpg	1	0	1	1	1	0	1	0	0	0	0
19098.jpg	1	1	0	0	0	0	1	1	0	1	0
19099.jpg	0	1	1	1	1	1	1	1	0	1	0
19100.jpg	0	1	0	1	1	0	1	0	0	1	0
19101.jpg	1	1	0	0	1	0	1	0	0	1	0
19102.jpg	0	1	0	1	1	0	0	1	0	0	0
19103.jpg	0	1	1	0	1	0	1	1	0	1	0
19104.jpg	0	1	0	1	1	0	1	0	0	1	0
19105.jpg	1	1	1	0	1	0	1	1	1	1	1
19106.jpg	0	1	1	1	1	0	1	0	0	1	0
19107.jpg	1	1	0	1	1	1	1	0	0	1	0
19108.jpg	1	0	1	0	1	0	1	1	1	1	0
19109.jpg	0	1	0	1	1	0	1	0	0	1	0
19110.jpg	1	1	1	1	1	0	0	0	0	1	0
19111.jpg	0	1	1	1	1	0	1	0	0	1	0
19112.jpg	1	0	0	1	0	1	1	0	0	1	0
19113.jpg	0	1	0	0	1	0	1	1	0	0	0
19114.jpg	1	1	0	1	1	1	1	0	0	1	0
19115.jpg	1	1	1	0	1	0	1	1	0	1	0
19116.jpg	0	1	1	0	1	0	1	1	0	1	1
19117.jpg	1	1	0	0	1	0	1	0	0	1	0
19118.jpg	1	1	0	0	1	0	1	1	0	0	0
19119.jpg	1	0	1	1	1	0	1	0	0	0	0
19120.jpg	1	1	0	0	0	0	1	1	1	1	1
